run_id,stage,model,topic_index,word_rank,word
20250921-205356,no_numeric,LDA,18,33,officer
20250921-205356,no_numeric,LDA,18,34,merger
20250921-205356,no_numeric,LDA,18,35,tobacco
20250921-205356,no_numeric,LDA,18,36,no
20250921-205356,no_numeric,LDA,18,37,an
20250921-205356,no_numeric,LDA,18,38,forbes
20250921-205356,no_numeric,LDA,18,39,reported
20250921-205356,no_numeric,LDA,18,40,third
20250921-205356,no_numeric,LDA,18,41,named
20250921-205356,no_numeric,LDA,18,42,usa
20250921-205356,no_numeric,LDA,18,43,number
20250921-205356,no_numeric,LDA,18,44,was
20250921-205356,no_numeric,LDA,18,45,led
20250921-205356,no_numeric,LDA,18,46,multinational
20250921-205356,no_numeric,LDA,18,47,magazine
20250921-205356,no_numeric,LDA,18,48,us
20250921-205356,no_numeric,LDA,18,49,with
20250921-205356,no_numeric,LDA,18,50,it
20250921-205356,no_numeric,LDA,19,1,in
20250921-205356,no_numeric,LDA,19,2,of
20250921-205356,no_numeric,LDA,19,3,the
20250921-205356,no_numeric,LDA,19,4,is
20250921-205356,no_numeric,LDA,19,5,park
20250921-205356,no_numeric,LDA,19,6,december
20250921-205356,no_numeric,LDA,19,7,florida
20250921-205356,no_numeric,LDA,19,8,that
20250921-205356,no_numeric,LDA,19,9,owned
20250921-205356,no_numeric,LDA,19,10,real
20250921-205356,no_numeric,LDA,19,11,office
20250921-205356,no_numeric,LDA,19,12,and
20250921-205356,no_numeric,LDA,19,13,estate
20250921-205356,no_numeric,LDA,19,14,properties
20250921-205356,no_numeric,LDA,19,15,company
20250921-205356,no_numeric,LDA,19,16,trust
20250921-205356,no_numeric,LDA,19,17,square
20250921-205356,no_numeric,LDA,19,18,feet
20250921-205356,no_numeric,LDA,19,19,center
20250921-205356,no_numeric,LDA,19,20,are
20250921-205356,no_numeric,LDA,19,21,located
20250921-205356,no_numeric,LDA,19,22,washington
20250921-205356,no_numeric,LDA,19,23,investment
20250921-205356,no_numeric,LDA,19,24,parks
20250921-205356,no_numeric,LDA,19,25,centers
20250921-205356,no_numeric,LDA,19,26,six
20250921-205356,no_numeric,LDA,19,27,inc
20250921-205356,no_numeric,LDA,19,28,as
20250921-205356,no_numeric,LDA,19,29,million
20250921-205356,no_numeric,LDA,19,30,or
20250921-205356,no_numeric,LDA,19,31,owner
20250921-205356,no_numeric,LDA,19,32,maryland
20250921-205356,no_numeric,LDA,19,33,acres
20250921-205356,no_numeric,LDA,19,34,owns
20250921-205356,no_numeric,LDA,19,35,arizona
20250921-205356,no_numeric,LDA,19,36,states
20250921-205356,no_numeric,LDA,19,37,virginia
20250921-205356,no_numeric,LDA,19,38,term
20250921-205356,no_numeric,LDA,19,39,primarily
20250921-205356,no_numeric,LDA,19,40,carolina
20250921-205356,no_numeric,LDA,19,41,family
20250921-205356,no_numeric,LDA,19,42,it
20250921-205356,no_numeric,LDA,19,43,notable
20250921-205356,no_numeric,LDA,19,44,units
20250921-205356,no_numeric,LDA,19,45,communities
20250921-205356,no_numeric,LDA,19,46,publicly
20250921-205356,no_numeric,LDA,19,47,by
20250921-205356,no_numeric,LDA,19,48,community
20250921-205356,no_numeric,LDA,19,49,buildings
20250921-205356,no_numeric,LDA,19,50,space
20250921-205356,no_numeric,LDA,20,1,and
20250921-205356,no_numeric,LDA,20,2,in
20250921-205356,no_numeric,LDA,20,3,the
20250921-205356,no_numeric,LDA,20,4,company
20250921-205356,no_numeric,LDA,20,5,for
20250921-205356,no_numeric,LDA,20,6,of
20250921-205356,no_numeric,LDA,20,7,health
20250921-205356,no_numeric,LDA,20,8,care
20250921-205356,no_numeric,LDA,20,9,is
20250921-205356,no_numeric,LDA,20,10,medical
20250921-205356,no_numeric,LDA,20,11,revenues
20250921-205356,no_numeric,LDA,20,12,healthcare
20250921-205356,no_numeric,LDA,20,13,pharmaceutical
20250921-205356,no_numeric,LDA,20,14,to
20250921-205356,no_numeric,LDA,20,15,its
20250921-205356,no_numeric,LDA,20,16,research
20250921-205356,no_numeric,LDA,20,17,an
20250921-205356,no_numeric,LDA,20,18,tennessee
20250921-205356,no_numeric,LDA,20,19,laboratories
20250921-205356,no_numeric,LDA,20,20,inc
20250921-205356,no_numeric,LDA,20,21,based
20250921-205356,no_numeric,LDA,20,22,johnson
20250921-205356,no_numeric,LDA,20,23,which
20250921-205356,no_numeric,LDA,20,24,that
20250921-205356,no_numeric,LDA,20,25,ireland
20250921-205356,no_numeric,LDA,20,26,over
20250921-205356,no_numeric,LDA,20,27,pharmaceuticals
20250921-205356,no_numeric,LDA,20,28,drug
20250921-205356,no_numeric,LDA,20,29,administration
20250921-205356,no_numeric,LDA,20,30,plans
20250921-205356,no_numeric,LDA,20,31,including
20250921-205356,no_numeric,LDA,20,32,charles
20250921-205356,no_numeric,LDA,20,33,headquarters
20250921-205356,no_numeric,LDA,20,34,makes
20250921-205356,no_numeric,LDA,20,35,managed
20250921-205356,no_numeric,LDA,20,36,blue
20250921-205356,no_numeric,LDA,20,37,it
20250921-205356,no_numeric,LDA,20,38,includes
20250921-205356,no_numeric,LDA,20,39,other
20250921-205356,no_numeric,LDA,20,40,device
20250921-205356,no_numeric,LDA,20,41,devices
20250921-205356,no_numeric,LDA,20,42,treatment
20250921-205356,no_numeric,LDA,20,43,tax
20250921-205356,no_numeric,LDA,20,44,with
20250921-205356,no_numeric,LDA,20,45,plc
20250921-205356,no_numeric,LDA,20,46,are
20250921-205356,no_numeric,LDA,20,47,facilities
20250921-205356,no_numeric,LDA,20,48,la
20250921-205356,no_numeric,LDA,20,49,global
20250921-205356,no_numeric,LDA,20,50,billion
20250921-205356,no_numeric,LDA,21,1,the
20250921-205356,no_numeric,LDA,21,2,of
20250921-205356,no_numeric,LDA,21,3,power
20250921-205356,no_numeric,LDA,21,4,to
20250921-205356,no_numeric,LDA,21,5,plant
20250921-205356,no_numeric,LDA,21,6,in
20250921-205356,no_numeric,LDA,21,7,coal
20250921-205356,no_numeric,LDA,21,8,by
20250921-205356,no_numeric,LDA,21,9,was
20250921-205356,no_numeric,LDA,21,10,at
20250921-205356,no_numeric,LDA,21,11,energy
20250921-205356,no_numeric,LDA,21,12,for
20250921-205356,no_numeric,LDA,21,13,located
20250921-205356,no_numeric,LDA,21,14,and
20250921-205356,no_numeric,LDA,21,15,that
20250921-205356,no_numeric,LDA,21,16,county
20250921-205356,no_numeric,LDA,21,17,court
20250921-205356,no_numeric,LDA,21,18,electricity
20250921-205356,no_numeric,LDA,21,19,electric
20250921-205356,no_numeric,LDA,21,20,from
20250921-205356,no_numeric,LDA,21,21,is
20250921-205356,no_numeric,LDA,21,22,mw
20250921-205356,no_numeric,LDA,21,23,facility
20250921-205356,no_numeric,LDA,21,24,solar
20250921-205356,no_numeric,LDA,21,25,case
20250921-205356,no_numeric,LDA,21,26,capacity
20250921-205356,no_numeric,LDA,21,27,on
20250921-205356,no_numeric,LDA,21,28,two
20250921-205356,no_numeric,LDA,21,29,generation
20250921-205356,no_numeric,LDA,21,30,built
20250921-205356,no_numeric,LDA,21,31,river
20250921-205356,no_numeric,LDA,21,32,operated
20250921-205356,no_numeric,LDA,21,33,were
20250921-205356,no_numeric,LDA,21,34,miles
20250921-205356,no_numeric,LDA,21,35,nuclear
20250921-205356,no_numeric,LDA,21,36,near
20250921-205356,no_numeric,LDA,21,37,generating
20250921-205356,no_numeric,LDA,21,38,about
20250921-205356,no_numeric,LDA,21,39,site
20250921-205356,no_numeric,LDA,21,40,unit
20250921-205356,no_numeric,LDA,21,41,plants
20250921-205356,no_numeric,LDA,21,42,central
20250921-205356,no_numeric,LDA,21,43,with
20250921-205356,no_numeric,LDA,21,44,campbell
20250921-205356,no_numeric,LDA,21,45,shoe
20250921-205356,no_numeric,LDA,21,46,red
20250921-205356,no_numeric,LDA,21,47,battery
20250921-205356,no_numeric,LDA,21,48,this
20250921-205356,no_numeric,LDA,21,49,ha
20250921-205356,no_numeric,LDA,21,50,texas
20250921-205356,no_numeric,LDA,22,1,and
20250921-205356,no_numeric,LDA,22,2,services
20250921-205356,no_numeric,LDA,22,3,group
20250921-205356,no_numeric,LDA,22,4,management
20250921-205356,no_numeric,LDA,22,5,global
20250921-205356,no_numeric,LDA,22,6,is
20250921-205356,no_numeric,LDA,22,7,company
20250921-205356,no_numeric,LDA,22,8,in
20250921-205356,no_numeric,LDA,22,9,insurance
20250921-205356,no_numeric,LDA,22,10,firm
20250921-205356,no_numeric,LDA,22,11,financial
20250921-205356,no_numeric,LDA,22,12,through
20250921-205356,no_numeric,LDA,22,13,private
20250921-205356,no_numeric,LDA,22,14,provides
20250921-205356,no_numeric,LDA,22,15,subsidiaries
20250921-205356,no_numeric,LDA,22,16,life
20250921-205356,no_numeric,LDA,22,17,capital
20250921-205356,no_numeric,LDA,22,18,offers
20250921-205356,no_numeric,LDA,22,19,investment
20250921-205356,no_numeric,LDA,22,20,companies
20250921-205356,no_numeric,LDA,22,21,equity
20250921-205356,no_numeric,LDA,22,22,headquartered
20250921-205356,no_numeric,LDA,22,23,the
20250921-205356,no_numeric,LDA,22,24,holding
20250921-205356,no_numeric,LDA,22,25,businesses
20250921-205356,no_numeric,LDA,22,26,its
20250921-205356,no_numeric,LDA,22,27,an
20250921-205356,no_numeric,LDA,22,28,of
20250921-205356,no_numeric,LDA,22,29,partners
20250921-205356,no_numeric,LDA,22,30,offices
20250921-205356,no_numeric,LDA,22,31,inc
20250921-205356,no_numeric,LDA,22,32,as
20250921-205356,no_numeric,LDA,22,33,government
20250921-205356,no_numeric,LDA,22,34,business
20250921-205356,no_numeric,LDA,22,35,provider
20250921-205356,no_numeric,LDA,22,36,operating
20250921-205356,no_numeric,LDA,22,37,other
20250921-205356,no_numeric,LDA,22,38,investors
20250921-205356,no_numeric,LDA,22,39,independent
20250921-205356,no_numeric,LDA,22,40,re
20250921-205356,no_numeric,LDA,22,41,asset
20250921-205356,no_numeric,LDA,22,42,markets
20250921-205356,no_numeric,LDA,22,43,american
20250921-205356,no_numeric,LDA,22,44,including
20250921-205356,no_numeric,LDA,22,45,firms
20250921-205356,no_numeric,LDA,22,46,fund
20250921-205356,no_numeric,LDA,22,47,property
20250921-205356,no_numeric,LDA,22,48,billion
20250921-205356,no_numeric,LDA,22,49,individuals
20250921-205356,no_numeric,LDA,22,50,funds
20250921-205356,no_numeric,LDA,23,1,of
20250921-205356,no_numeric,LDA,23,2,in
20250921-205356,no_numeric,LDA,23,3,the
20250921-205356,no_numeric,LDA,23,4,and
20250921-205356,no_numeric,LDA,23,5,gas
20250921-205356,no_numeric,LDA,23,6,oil
20250921-205356,no_numeric,LDA,23,7,energy
20250921-205356,no_numeric,LDA,23,8,company
20250921-205356,no_numeric,LDA,23,9,texas
20250921-205356,no_numeric,LDA,23,10,natural
20250921-205356,no_numeric,LDA,23,11,was
20250921-205356,no_numeric,LDA,23,12,petroleum
20250921-205356,no_numeric,LDA,23,13,production
20250921-205356,no_numeric,LDA,23,14,houston
20250921-205356,no_numeric,LDA,23,15,standard
20250921-205356,no_numeric,LDA,23,16,which
20250921-205356,no_numeric,LDA,23,17,operations
20250921-205356,no_numeric,LDA,23,18,per
20250921-205356,no_numeric,LDA,23,19,barrels
20250921-205356,no_numeric,LDA,23,20,basin
20250921-205356,no_numeric,LDA,23,21,pipeline
20250921-205356,no_numeric,LDA,23,22,reserves
20250921-205356,no_numeric,LDA,23,23,resources
20250921-205356,no_numeric,LDA,23,24,exploration
20250921-205356,no_numeric,LDA,23,25,fuel
20250921-205356,no_numeric,LDA,23,26,day
20250921-205356,no_numeric,LDA,23,27,engaged
20250921-205356,no_numeric,LDA,23,28,colorado
20250921-205356,no_numeric,LDA,23,29,it
20250921-205356,no_numeric,LDA,23,30,western
20250921-205356,no_numeric,LDA,23,31,west
20250921-205356,no_numeric,LDA,23,32,transportation
20250921-205356,no_numeric,LDA,23,33,coast
20250921-205356,no_numeric,LDA,23,34,million
20250921-205356,no_numeric,LDA,23,35,had
20250921-205356,no_numeric,LDA,23,36,gulf
20250921-205356,no_numeric,LDA,23,37,partnership
20250921-205356,no_numeric,LDA,23,38,december
20250921-205356,no_numeric,LDA,23,39,oklahoma
20250921-205356,no_numeric,LDA,23,40,ohio
20250921-205356,no_numeric,LDA,23,41,is
20250921-205356,no_numeric,LDA,23,42,equivalent
20250921-205356,no_numeric,LDA,23,43,with
20250921-205356,no_numeric,LDA,23,44,crude
20250921-205356,no_numeric,LDA,23,45,approximately
20250921-205356,no_numeric,LDA,23,46,field
20250921-205356,no_numeric,LDA,23,47,proved
20250921-205356,no_numeric,LDA,23,48,alberta
20250921-205356,no_numeric,LDA,23,49,delaware
20250921-205356,no_numeric,LDA,23,50,stations
20250921-205356,no_numeric,LDA,24,1,and
20250921-205356,no_numeric,LDA,24,2,united
20250921-205356,no_numeric,LDA,24,3,in
20250921-205356,no_numeric,LDA,24,4,states
20250921-205356,no_numeric,LDA,24,5,north
20250921-205356,no_numeric,LDA,24,6,america
20250921-205356,no_numeric,LDA,24,7,the
20250921-205356,no_numeric,LDA,24,8,canada
20250921-205356,no_numeric,LDA,24,9,company
20250921-205356,no_numeric,LDA,24,10,largest
20250921-205356,no_numeric,LDA,24,11,is
20250921-205356,no_numeric,LDA,24,12,as
20250921-205356,no_numeric,LDA,24,13,mexico
20250921-205356,no_numeric,LDA,24,14,of
20250921-205356,no_numeric,LDA,24,15,operates
20250921-205356,no_numeric,LDA,24,16,operations
20250921-205356,no_numeric,LDA,24,17,south
20250921-205356,no_numeric,LDA,24,18,processing
20250921-205356,no_numeric,LDA,24,19,kingdom
20250921-205356,no_numeric,LDA,24,20,throughout
20250921-205356,no_numeric,LDA,24,21,europe
20250921-205356,no_numeric,LDA,24,22,based
20250921-205356,no_numeric,LDA,24,23,it
20250921-205356,no_numeric,LDA,24,24,australia
20250921-205356,no_numeric,LDA,24,25,corporation
20250921-205356,no_numeric,LDA,24,26,headquartered
20250921-205356,no_numeric,LDA,24,27,brazil
20250921-205356,no_numeric,LDA,24,28,american
20250921-205356,no_numeric,LDA,24,29,international
20250921-205356,no_numeric,LDA,24,30,latin
20250921-205356,no_numeric,LDA,24,31,us
20250921-205356,no_numeric,LDA,24,32,dakota
20250921-205356,no_numeric,LDA,24,33,globally
20250921-205356,no_numeric,LDA,24,34,well
20250921-205356,no_numeric,LDA,24,35,an
20250921-205356,no_numeric,LDA,24,36,locations
20250921-205356,no_numeric,LDA,24,37,carolina
20250921-205356,no_numeric,LDA,24,38,inc
20250921-205356,no_numeric,LDA,24,39,puerto
20250921-205356,no_numeric,LDA,24,40,utah
20250921-205356,no_numeric,LDA,24,41,rico
20250921-205356,no_numeric,LDA,24,42,with
20250921-205356,no_numeric,LDA,24,43,lithium
20250921-205356,no_numeric,LDA,24,44,drilling
20250921-205356,no_numeric,LDA,24,45,black
20250921-205356,no_numeric,LDA,24,46,chile
20250921-205356,no_numeric,LDA,24,47,other
20250921-205356,no_numeric,LDA,24,48,david
20250921-205356,no_numeric,LDA,24,49,harris
20250921-205356,no_numeric,LDA,24,50,beach
20250921-205356,no_numeric,HDP1,0,1,proven
20250921-205356,no_numeric,HDP1,0,2,audio
20250921-205356,no_numeric,HDP1,0,3,collapse
20250921-205356,no_numeric,HDP1,0,4,descendant
20250921-205356,no_numeric,HDP1,0,5,chile
20250921-205356,no_numeric,HDP1,0,6,test
20250921-205356,no_numeric,HDP1,0,7,founder
20250921-205356,no_numeric,HDP1,0,8,were
20250921-205356,no_numeric,HDP1,0,9,strength
20250921-205356,no_numeric,HDP1,0,10,ibm
20250921-205356,no_numeric,HDP1,0,11,media
20250921-205356,no_numeric,HDP1,0,12,greensboro
20250921-205356,no_numeric,HDP1,0,13,paul
20250921-205356,no_numeric,HDP1,0,14,thin
20250921-205356,no_numeric,HDP1,0,15,del
20250921-205356,no_numeric,HDP1,0,16,saw
20250921-205356,no_numeric,HDP1,0,17,asset
20250921-205356,no_numeric,HDP1,0,18,aires
20250921-205356,no_numeric,HDP1,0,19,tokyo
20250921-205356,no_numeric,HDP1,0,20,aaa
20250921-205356,no_numeric,HDP1,0,21,trademarks
20250921-205356,no_numeric,HDP1,0,22,ads
20250921-205356,no_numeric,HDP1,0,23,theater
20250921-205356,no_numeric,HDP1,0,24,convert
20250921-205356,no_numeric,HDP1,0,25,monte
20250921-205356,no_numeric,HDP1,0,26,domestic
20250921-205356,no_numeric,HDP1,0,27,follows
20250921-205356,no_numeric,HDP1,0,28,the
20250921-205356,no_numeric,HDP1,0,29,status
20250921-205356,no_numeric,HDP1,0,30,valued
20250921-205356,no_numeric,HDP1,0,31,fourth
20250921-205356,no_numeric,HDP1,0,32,average
20250921-205356,no_numeric,HDP1,0,33,jobs
20250921-205356,no_numeric,HDP1,0,34,store
20250921-205356,no_numeric,HDP1,0,35,edison
20250921-205356,no_numeric,HDP1,0,36,innovations
20250921-205356,no_numeric,HDP1,0,37,show
20250921-205356,no_numeric,HDP1,0,38,generate
20250921-205356,no_numeric,HDP1,0,39,presence
20250921-205356,no_numeric,HDP1,0,40,photo
20250921-205356,no_numeric,HDP1,0,41,overall
20250921-205356,no_numeric,HDP1,0,42,eventually
20250921-205356,no_numeric,HDP1,0,43,signed
20250921-205356,no_numeric,HDP1,0,44,references
20250921-205356,no_numeric,HDP1,0,45,part
20250921-205356,no_numeric,HDP1,0,46,australia
20250921-205356,no_numeric,HDP1,0,47,our
20250921-205356,no_numeric,HDP1,0,48,resins
20250921-205356,no_numeric,HDP1,0,49,accounting
20250921-205356,no_numeric,HDP1,0,50,dates
20250921-205356,no_numeric,HDP1,1,1,event
20250921-205356,no_numeric,HDP1,1,2,inventor
20250921-205356,no_numeric,HDP1,1,3,governments
20250921-205356,no_numeric,HDP1,1,4,hartford
20250921-205356,no_numeric,HDP1,1,5,gaming
20250921-205356,no_numeric,HDP1,1,6,conduct
20250921-205356,no_numeric,HDP1,1,7,homeowners
20250921-205356,no_numeric,HDP1,1,8,frankfurt
20250921-205356,no_numeric,HDP1,1,9,historical
20250921-205356,no_numeric,HDP1,1,10,court
20250921-205356,no_numeric,HDP1,1,11,parameter
20250921-205356,no_numeric,HDP1,1,12,instrumentation
20250921-205356,no_numeric,HDP1,1,13,lawsuit
20250921-205356,no_numeric,HDP1,1,14,phillips
20250921-205356,no_numeric,HDP1,1,15,grow
20250921-205356,no_numeric,HDP1,1,16,surgery
20250921-205356,no_numeric,HDP1,1,17,eighth
20250921-205356,no_numeric,HDP1,1,18,recognition
20250921-205356,no_numeric,HDP1,1,19,activity
20250921-205356,no_numeric,HDP1,1,20,dealerships
20250921-205356,no_numeric,HDP1,1,21,turn
20250921-205356,no_numeric,HDP1,1,22,disneyland
20250921-205356,no_numeric,HDP1,1,23,splitting
20250921-205356,no_numeric,HDP1,1,24,reduced
20250921-205356,no_numeric,HDP1,1,25,replace
20250921-205356,no_numeric,HDP1,1,26,title
20250921-205356,no_numeric,HDP1,1,27,suburb
20250921-205356,no_numeric,HDP1,1,28,educational
20250921-205356,no_numeric,HDP1,1,29,transmissions
20250921-205356,no_numeric,HDP1,1,30,grounds
20250921-205356,no_numeric,HDP1,1,31,probable
20250921-205356,no_numeric,HDP1,1,32,jr
20250921-205356,no_numeric,HDP1,1,33,kellogg
20250921-205356,no_numeric,HDP1,1,34,diamond
20250921-205356,no_numeric,HDP1,1,35,engineered
20250921-205356,no_numeric,HDP1,1,36,among
20250921-205356,no_numeric,HDP1,1,37,characters
20250921-205356,no_numeric,HDP1,1,38,valuable
20250921-205356,no_numeric,HDP1,1,39,shelf
20250921-205356,no_numeric,HDP1,1,40,booth
20250921-205356,no_numeric,HDP1,1,41,force
20250921-205356,no_numeric,HDP1,1,42,jcpenney
20250921-205356,no_numeric,HDP1,1,43,indianapolis
20250921-205356,no_numeric,HDP1,1,44,ingredients
20250921-205356,no_numeric,HDP1,1,45,here
20250921-205356,no_numeric,HDP1,1,46,scrap
20250921-205356,no_numeric,HDP1,1,47,gj
20250921-205356,no_numeric,HDP1,1,48,atlas
20250921-205356,no_numeric,HDP1,1,49,can
20250921-205356,no_numeric,HDP1,1,50,america
20250921-205356,no_numeric,HDP1,2,1,refueling
20250921-205356,no_numeric,HDP1,2,2,dioxide
20250921-205356,no_numeric,HDP1,2,3,accessories
20250921-205356,no_numeric,HDP1,2,4,channel
20250921-205356,no_numeric,HDP1,2,5,grown
20250921-205356,no_numeric,HDP1,2,6,automatic
20250921-205356,no_numeric,HDP1,2,7,refocused
20250921-205356,no_numeric,HDP1,2,8,alaska
20250921-205356,no_numeric,HDP1,2,9,buenos
20250921-205356,no_numeric,HDP1,2,10,won
20250921-205356,no_numeric,HDP1,2,11,wrote
20250921-205356,no_numeric,HDP1,2,12,paint
20250921-205356,no_numeric,HDP1,2,13,stores
20250921-205356,no_numeric,HDP1,2,14,africa
20250921-205356,no_numeric,HDP1,2,15,lead
20250921-205356,no_numeric,HDP1,2,16,placed
20250921-205356,no_numeric,HDP1,2,17,ready
20250921-205356,no_numeric,HDP1,2,18,year
20250921-205356,no_numeric,HDP1,2,19,plains
20250921-205356,no_numeric,HDP1,2,20,divesting
20250921-205356,no_numeric,HDP1,2,21,before
20250921-205356,no_numeric,HDP1,2,22,branding
20250921-205356,no_numeric,HDP1,2,23,mgm
20250921-205356,no_numeric,HDP1,2,24,brokers
20250921-205356,no_numeric,HDP1,2,25,daniel
20250921-205356,no_numeric,HDP1,2,26,plans
20250921-205356,no_numeric,HDP1,2,27,investor
20250921-205356,no_numeric,HDP1,2,28,spawned
20250921-205356,no_numeric,HDP1,2,29,sell
20250921-205356,no_numeric,HDP1,2,30,train
20250921-205356,no_numeric,HDP1,2,31,amphibious
20250921-205356,no_numeric,HDP1,2,32,centres
20250921-205356,no_numeric,HDP1,2,33,agreement
20250921-205356,no_numeric,HDP1,2,34,heritage
20250921-205356,no_numeric,HDP1,2,35,vessels
20250921-205356,no_numeric,HDP1,2,36,styled
20250921-205356,no_numeric,HDP1,2,37,title
20250921-205356,no_numeric,HDP1,2,38,minority
20250921-205356,no_numeric,HDP1,2,39,manhattan
20250921-205356,no_numeric,HDP1,2,40,australia
20250921-205356,no_numeric,HDP1,2,41,bonds
20250921-205356,no_numeric,HDP1,2,42,profitable
20250921-205356,no_numeric,HDP1,2,43,conocophillips
20250921-205356,no_numeric,HDP1,2,44,export
20250921-205356,no_numeric,HDP1,2,45,omaha
20250921-205356,no_numeric,HDP1,2,46,specializes
20250921-205356,no_numeric,HDP1,2,47,casinos
20250921-205356,no_numeric,HDP1,2,48,laid
20250921-205356,no_numeric,HDP1,2,49,bank
20250921-205356,no_numeric,HDP1,2,50,retailing
20250921-205356,no_numeric,HDP1,3,1,buyout
20250921-205356,no_numeric,HDP1,3,2,subsequent
20250921-205356,no_numeric,HDP1,3,3,mid
20250921-205356,no_numeric,HDP1,3,4,capitalization
20250921-205356,no_numeric,HDP1,3,5,main
20250921-205356,no_numeric,HDP1,3,6,press
20250921-205356,no_numeric,HDP1,3,7,sells
20250921-205356,no_numeric,HDP1,3,8,including
20250921-205356,no_numeric,HDP1,3,9,championship
20250921-205356,no_numeric,HDP1,3,10,reputation
20250921-205356,no_numeric,HDP1,3,11,utah
20250921-205356,no_numeric,HDP1,3,12,identified
20250921-205356,no_numeric,HDP1,3,13,del
20250921-205356,no_numeric,HDP1,3,14,look
20250921-205356,no_numeric,HDP1,3,15,custom
20250921-205356,no_numeric,HDP1,3,16,however
20250921-205356,no_numeric,HDP1,3,17,promoted
20250921-205356,no_numeric,HDP1,3,18,offered
20250921-205356,no_numeric,HDP1,3,19,makers
20250921-205356,no_numeric,HDP1,3,20,won
20250921-205356,no_numeric,HDP1,3,21,fee
20250921-205356,no_numeric,HDP1,3,22,victoria
20250921-205356,no_numeric,HDP1,3,23,books
20250921-205356,no_numeric,HDP1,3,24,laser
20250921-205356,no_numeric,HDP1,3,25,flash
20250921-205356,no_numeric,HDP1,3,26,lifestyle
20250921-205356,no_numeric,HDP1,3,27,groupe
20250921-205356,no_numeric,HDP1,3,28,magic
20250921-205356,no_numeric,HDP1,3,29,speed
20250921-205356,no_numeric,HDP1,3,30,paint
20250921-205356,no_numeric,HDP1,3,31,acquire
20250921-205356,no_numeric,HDP1,3,32,chemical
20250921-205356,no_numeric,HDP1,3,33,northern
20250921-205356,no_numeric,HDP1,3,34,closing
20250921-205356,no_numeric,HDP1,3,35,rules
20250921-205356,no_numeric,HDP1,3,36,widespread
20250921-205356,no_numeric,HDP1,3,37,umbrella
20250921-205356,no_numeric,HDP1,3,38,their
20250921-205356,no_numeric,HDP1,3,39,dam
20250921-205356,no_numeric,HDP1,3,40,replaced
20250921-205356,no_numeric,HDP1,3,41,involving
20250921-205356,no_numeric,HDP1,3,42,unregulated
20250921-205356,no_numeric,HDP1,3,43,bryan
20250921-205356,no_numeric,HDP1,3,44,at
20250921-205356,no_numeric,HDP1,3,45,pension
20250921-205356,no_numeric,HDP1,3,46,driven
20250921-205356,no_numeric,HDP1,3,47,windows
20250921-205356,no_numeric,HDP1,3,48,enabling
20250921-205356,no_numeric,HDP1,3,49,five
20250921-205356,no_numeric,HDP1,3,50,broke
20250921-205356,no_numeric,HDP1,4,1,subscriptions
20250921-205356,no_numeric,HDP1,4,2,section
20250921-205356,no_numeric,HDP1,4,3,pinyin
20250921-205356,no_numeric,HDP1,4,4,output
20250921-205356,no_numeric,HDP1,4,5,snap
20250921-205356,no_numeric,HDP1,4,6,pollution
20250921-205356,no_numeric,HDP1,4,7,wheels
20250921-205356,no_numeric,HDP1,4,8,osaka
20250921-205356,no_numeric,HDP1,4,9,standard
20250921-205356,no_numeric,HDP1,4,10,reached
20250921-205356,no_numeric,HDP1,4,11,hunt
20250921-205356,no_numeric,HDP1,4,12,exxon
20250921-205356,no_numeric,HDP1,4,13,rice
20250921-205356,no_numeric,HDP1,4,14,manufacturer
20250921-205356,no_numeric,HDP1,4,15,constructed
20250921-205356,no_numeric,HDP1,4,16,cargo
20250921-205356,no_numeric,HDP1,4,17,combining
20250921-205356,no_numeric,HDP1,4,18,los
20250921-205356,no_numeric,HDP1,4,19,property
20250921-205356,no_numeric,HDP1,4,20,pricing
20250921-205356,no_numeric,HDP1,4,21,liability
20250921-205356,no_numeric,HDP1,4,22,tenants
20250921-205356,no_numeric,HDP1,4,23,user
20250921-205356,no_numeric,HDP1,4,24,sbc
20250921-205356,no_numeric,HDP1,4,25,fiat
20250921-205356,no_numeric,HDP1,4,26,glenn
20250921-205356,no_numeric,HDP1,4,27,between
20250921-205356,no_numeric,HDP1,4,28,march
20250921-205356,no_numeric,HDP1,4,29,suppliers
20250921-205356,no_numeric,HDP1,4,30,dry
20250921-205356,no_numeric,HDP1,4,31,comes
20250921-205356,no_numeric,HDP1,4,32,comprehensive
20250921-205356,no_numeric,HDP1,4,33,booth
20250921-205356,no_numeric,HDP1,4,34,kraft
20250921-205356,no_numeric,HDP1,4,35,vancouver
20250921-205356,no_numeric,HDP1,4,36,african
20250921-205356,no_numeric,HDP1,4,37,jerry
20250921-205356,no_numeric,HDP1,4,38,skin
20250921-205356,no_numeric,HDP1,4,39,damage
20250921-205356,no_numeric,HDP1,4,40,ha
20250921-205356,no_numeric,HDP1,4,41,vaccine
20250921-205356,no_numeric,HDP1,4,42,measuring
20250921-205356,no_numeric,HDP1,4,43,deep
20250921-205356,no_numeric,HDP1,4,44,guangdong
20250921-205356,no_numeric,HDP1,4,45,fremont
20250921-205356,no_numeric,HDP1,4,46,lists
20250921-205356,no_numeric,HDP1,4,47,bloomberg
20250921-205356,no_numeric,HDP1,4,48,population
20250921-205356,no_numeric,HDP1,4,49,netherlands
20250921-205356,no_numeric,HDP1,4,50,acquires
20250921-205356,no_numeric,HDP1,5,1,beverages
20250921-205356,no_numeric,HDP1,5,2,mountains
